name,address,rate,votes,cost_for_two,latitude,longitude,score
Anupam's Coast II Coast,"113, 6th Cross, Koramangala 6th Block, Bangalore",4.1000000000000005,844.5555555555555,700.0,12.9375644,77.6197412,491.9585041479795
Anupam's Coast II Coast,"56, Church Street, Bangalore",4.163636363636364,856.1818181818181,1400.0,13.020396200042303,77.6583885000541,342.64182491746465
Anupam's Coastal Express,"1, Cornwell Street, Langford Garden, Shanti Nagar, Bangalore",4.1,179.0,600.0,12.9603128,77.5949163,121.23701957616711
Anushka Restaurant,"107/P2, 1st Floor, Arun Compound, Opposite HCL, ITPL Main Road, Whitefield, Bangalore",1.7,3.5,575.0,12.96984577178955,77.75103759765625,0.9916666666666663
Apna Hotel,"Near Florence School, BasavannaNagar, Hoodi, Whitefield, Bangalore",3.5,26.0,300.0,43.76869583129883,11.256929397583008,14.227277777777772
Apna Punjab,"26-27, MICO Layout, 6th Main, 2nd Stage, BTM, Bangalore",3.6727272727272733,476.8181818181818,450.0,12.91946792602539,77.61549377441406,191.350160340204
Apna Veg Dhaba,"73,Near BBMP Office, Bellandur, Bangalore",3.1,35.0,475.0,12.927182,77.67655,6.958329122886473
Apoorva Multi Cuisine Restaurant,"610, 60 Feet Main Road, C-Block, AECS Layout, Near Andhra Bank, Brookefield, Bangalore",3.9,236.0,750.0,12.964548099999998,77.7149766,287.86417877551014
Appam & Curry,"1st main, Koramangala 1st Block, Bangalore",3.8,18.0,200.0,12.929719458544161,77.63368517189811,13.456536832611828
Appam Centre,"333, 4th Cross, Kothnor Dinne Main Road, Nrupathunga Nagar, 8th Phase, JP Nagar, Bangalore",3.2,4.0,200.0,12.8811366,77.5839294,2.9124514991181645
Appana Restaurant,"Hose 17, 19 cross, 7th main 2nd Stage, BTM, Bangalore",2.7222222222222223,9.0,300.0,12.907411999999997,77.605443,10.860937499999999
Appetite Workstation,"65/1C, Kaikondrahalli, Sarjapur Road, Bangalore",3.6,16.8,500.0,12.9106280000223,77.6851076500186,13.8456
Apple Cafe,"46/3, 7th Main Road, Tulasi Theatre Road, Marathahalli, Bangalore",3.3,14.0,300.0,12.9513028500012,77.6979167499852,5.815662393162389
Apsara Ice Cream,"100/1B, 10th Cross, 2nd Main, Indiranagar, Bangalore",4.6,206.0,200.0,12.976136,77.640143,350.6684047619047
Apsara Ice Cream,"1065 B, 5th Cross, Vijaya Bank Layout, Bilekahalli, Bannerghatta Road, Bangalore",4.0,65.0,200.0,12.8998384287953,77.6194980368938,89.63723544973543
Apsara Ice Cream,"14 & 15, 2nd Main, Opposite Joyalukkas, Sampige Main Road, Malleshwaram West, Malleshwaram, Bangalore",4.0,25.0,200.0,12.9917031,77.5705588,15.27826510721247
Apsara Ice Cream,"1433/B, 60 Feet Road, 5h Block, KHB Block Koramangala, Koramangala 5th Block",4.0875,144.75,200.0,12.933952331542969,77.62245178222656,130.36761188271603
Apsara Ice Cream,"146/C, 30th Cross, 6th C Main Road, Jayanagar, Bangalore",4.1,59.5,200.0,12.9287204,77.5816263,66.773539446281
Apsara Ice Cream,"1782, Opposite Namma Shuttle, 19th Main, Sector 1, HSR, Bangalore",4.5,194.0,200.0,12.9173204,77.644636,208.76852074477267
Apsara Ice Cream,"3, Ground Floor, Neeladri Road, Orchid Park Layout, Below Royal Hyper Market, Phase 1, Electronic City, Bangalore",4.0,67.0,200.0,12.8475100196306,77.6458743979656,65.88259959286744
Apsara Ice Cream,"62,7th Cross, 24th Main, Phase 2, JP Nagar, behind chula chowki dhaaba ,Bangalore-560078",4.266666666666667,251.0,200.0,12.899630546569824,77.56876373291016,237.9671721777844
Apsara Ice Cream,"84/B1, Sriram Arcade, Near Axis Bank, Opposite Nitesh Flushing Meadows, Seegehalli, Kadugodi, Whitefield, Bangalore",3.2,4.0,200.0,40.74250411987305,-73.8424301147461,2.9440000000000004
Apsara Ice Cream,"Opposite D Mart, Siddhapura, Whitefield, Bangalore",4.0,91.0,200.0,12.93499,77.74462,97.79738047138048
Aqni,"3157, 2nd Block, Near Petrol Pump, HBR Layout, Bangalore",3.9,358.5,650.0,12.9107168,77.5635943,324.2810892857142
Aqua - The Park Bangalore,"The Park Bangalore, 14/7, MG Road, Bangalore",4.0,195.33333333333334,3000.0,12.976458254274204,77.60212380745692,214.98976172998383
Arabian Bites,"8, Hosur Main Road, BTM, Bangalore",3.399999999999999,24.0,433.3333333333333,12.943533,77.60796500000001,-13.582337662337656
Arabian Mataam,"MM Road, Pulikeshi Nagar, Frazer Town, Bangalore",3.7,19.0,500.0,12.99952793121338,77.61945343017578,20.775780303030302
Arabian Mexico,"21, 1st Cross, Lakshmi Layout, Oppsite DEJA Apartment, Mico Layout, Arekere, Bannerghatta Road, Bangalore",3.375,45.75,400.0,12.8903314,77.5917585,22.827454775709406
Arabian Shawarma,"1, Chinnappa Layout, 2nd Cross, 5th Main, Kammanahalli, Bangalore",3.7000000000000006,30.0,150.0,13.009066666666667,77.63783333333333,42.39407142857142
Arafa Juice Center,"17th Main, Near Soubagya, Koramangala 5th Block, Bangalore",3.5,10.0,250.0,12.93305096016258,77.61413890351942,12.107746697746697
Aramane Brundavan,"1869, 1st Main Road, Near Kuvempu Metro Station, 2nd Stage, Rajajinagar, Bangalore",3.3,4.0,450.0,12.996901,77.563205,0.0
Aramane Donne Biriyani,"749, 7th Cross 14th Main, 2nd Stage, BTM, Bangalore",3.8999999999999995,191.11111111111111,300.0,12.919321999999998,77.61129270000002,156.10767284459405
Aramane Donne Biryani,"24th Main Road, 5th 'A' cross, Marenahalli, 2nd Phase, JP Nagar, Bangalore",1.85,0.0,300.0,12.913869,77.5860949,0.0
Aramane Donne Biryani,"3-94/1, 80 Feet Road, Near New Big Bazaar, Kathriguppe, Banashankari, Bangalore",3.5,57.0,200.0,12.9141099477683,77.5593891727044,-28.7664453125
Aramane Donne Biryani,"4, Gangamma Temple Street, Vidyapeeta, Banashankri, Bangalore",3.1,28.0,200.0,12.9372533,77.5642197,-25.465606516290727
Aramane Donne Briyani,"Sarakki Gate Metro Pillar 58, Kankpura Main Functional Road, JP Nagar, Bangalore",3.9333333333333336,337.3333333333333,300.0,12.90904,77.57511,209.45188271604925
Aramane Restaurant,"154/9, Bannerghatta Main Rd",2.9,90.0,800.0,12.9033856921654,77.6015198294247,58.75399753861935
Aramane Restaurant,"19th Main, 9th Cross, 1st Block, Rajajinagar, Bangalore",3.0,75.0,300.0,12.970000267028809,77.56999969482422,20.92727794794782
Arbor Brewing Company,"8, 3rd Floor, Allied Grande Plaza, Diagonally Opposite Garuda Mall, Magrath Road, Brigade Road, Bangalore",4.5,8396.545454545454,2000.0,12.971276,77.60767999999999,11729.259292383234
Archana's First Crush,"Shop 3, Opp Oceanus Monarda, Kasavanhalli, Off Sarjapur Road, Bangalore",3.7,31.5,400.0,12.976746559143066,77.57527923583984,21.853125000000002
Arena - Artisanal Brewkitchen,"48, Defence Colony, 100Ft Road, Indiranagar, Bangalore",4.1,177.0,2000.0,12.976224,77.639543,243.960463616947
Arina's,"14, 12th Cross, Jayamahal Extension, Frazer Town, Bangalore",3.3000000000000003,5.0,250.0,12.998885,77.595547,3.7812499999999996
Arirang Korean Restaurant,"13, NK Enclave Building, Near Sathya Hospital, Chinnappa Layout, 4th Cross, Kammanahalli Main Road, Kammanahalli, Bangalore",4.0,238.5,1400.0,13.0072286500012,77.635700550014,177.26040816326525
Armaani Caffe,"66, 1st Cross Road, KEB Colony, New Gurappana Palya, 1st Stage, BTM Layout, Bangalore",3.5,12.0,254.16666666666666,12.919818899999997,77.60158920000002,0.33619598765432385
Arogya,"1163, 23rd Main Road, Garden Layout, Sector 2, HSR Layout, Bangalore",3.4,9.0,100.0,12.9074231,77.648784,5.947875
Arogya Thaana,"06, Prashanthi Complex, Channasandra Main Road, Whitefield Bangalore",3.8,72.0,200.0,12.9826145755978,77.7571657955648,54.71999999999997
Aroma Fine Dine,"756/L-189, Sector 6, Near Silk Board Junction, HSR, Bangalore",4.0,126.41666666666667,900.0,12.976746559143066,77.57527923583984,98.46744444444444
Aroma Of Asia,"37, Ground Floor, Adams Corner, Coles Road, Frazer Town, Bangalore",3.9,49.0,400.0,13.005815,77.613985,43.83712649028567
Aroma Spice,"227, 7th Main, HRBR 2nd Block, 80 Feet Road, Kalyan Nagar, Bangalore",3.7500000000000004,93.0,800.0,13.0164663,77.6443405,23.512343749999996
Aroma's Hyderabad House,"Opposite Manyatha Tech Park, Beside Honda Service Centre, Nagawara, Bangalore",4.2,533.0,800.0,13.024263381958008,77.61666107177734,584.5774708193043
Aromas Of South,"Hotel 37th Crescent, 37, Crescent Road, High Grounds, Race Course Road, Bangalore",3.6999999999999997,46.0,1000.0,12.9838195500475,77.58579349997389,60.464337962962965
Around The Corner,"948, 16th Main Road, Kuvempu Nagar, Stage 2, BTM Layout, Bangalore",3.6,22.0,350.0,12.9135938,77.6150872,15.876280075187967
Art Cafe,"Sheraton Grand, Level 4, A Block, 26/1, Dr Rajkumar Road, Malleshwaram, Bangalore",3.5,7.0,1000.0,13.006882926523843,77.55899670597331,0.0
Art Of Flavours,"L Narayana Reddy Main Road, Kondappa Layout, Vignan Nagar, Doddanekkundi, Marathahalli, Bangalore",0.0,0.0,200.0,12.9732221,77.6840562,0.0
Art of Biryani & Curries,"Shop number 2, Number 59, 4th Cross, Muninajapa Layout, Rammurthy Nagar, Bangalore",3.4,9.0,250.0,12.964495,77.563783,7.2675
Art of Delight,"13, 17th Main, 1st Cross, 5th A Block, Koramangala 5th Block, Bangalore",4.299999999999999,451.3,400.0,12.934377700000002,77.62307839999998,609.0791868612058
Art of Delight,"44/1, Residency Road, Bangalore",4.3999999999999995,1907.6,400.0,12.973257,77.60911899999999,2420.071314748123
Artinci Artisanal Ice Cream,"18, 24th Main Road, Aurobindo Marg, Opposite Sobha Tulip Apartment, 5th Phase, JP Nagar, Bangalore",0.0,0.0,300.0,12.893991999999999,77.58511,0.0
Artinci Artisanal Ice Cream,"G1022, Ardente Office One, Hoodi, Whitefield, Bangalore, Bangalore",4.033333333333333,58.0,300.0,12.976746559143066,77.57527923583984,45.028939407300506
Artinci Artisanal Ice Cream,"Number 1043, 1st Floor, Sai Charan, Opposite Narayana PU College, Behind Ravindu Toyota showroom, Bellandur, Bangalore",0.0,0.0,300.0,12.929118156433104,77.67872619628906,0.0
Artinci Artisanal Ice Cream,"Opposite NIFT College, 2733, 16th Cross, 27th Main Road, PWD Quarters, 1st Sector, HSR Layout, HSR, Bangalore",2.82,5.6,300.0,12.976746559143066,77.57527923583984,4.680644545454546
Artinci Artisanal Ice Cream,"c/o Foodism, 2nd A Main Road, 445/31, 7th Cross Road, Vibhutipura Extension, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka 560037",4.2,44.0,300.0,12.9686449500057,77.7035005499782,28.705786892594567
Artville Cafe,"705, 3rd Cross, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore",3.8000000000000003,92.33333333333333,700.0,13.0177,77.6435,63.59458333333333
Arun Ice Cream,"24th Cross Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bangalore",3.4,7.0,150.0,12.9228125,77.5714335,2.9115451388888878
Arun Icecreams,"1, CM Complex, Next To Utham Sagar, Subbalhana Palya, 80 Feet Road, Banaswadi, Bangalore",3.1,6.0,150.0,13.013787269592283,77.65107727050781,6.199999999999999
Arun Icecreams,"3, 24th Main Road, 2nd Phase, JP Nagar, Bangalore",3.4,6.0,200.0,12.9043354,77.585549,2.821999999999999
Arusuvai D' Kitchen,"Coconut Garden Layout, Kodigehalli Main Road, KR Puram, Bangalore",3.7,26.0,350.0,13.0389167500133,77.6798717500024,37.88707900432901
Arya Bhavan Sweets,"115, Kapoor Building, MG Road, Bangalore",3.2,6.0,300.0,12.9756289807254,77.6061186773254,-2.767999999999999
Arya Bhavan Sweets,"7&8, KSV Nilaya Complex, Miller's Road, Vasanth Nagar, Bangalore",3.1999999999999997,9.0,300.0,12.990097999572754,77.59114837646484,7.611428571428575
Arya Hungry?,"234/A, 1st Main, Koramangala 7th Block, Bangalore",4.299999999999999,278.8181818181818,450.0,12.937005999999998,77.61169599999998,343.91688091109813
Arya Vysya Refreshment,"12/1, Food Street, Old Market Road, V.V.Puram, Basavanagudi, Bangalore",0.0,0.0,100.0,12.9844005407944,77.6122941176771,0.0
Aryan's Kitchen,"Prashanthi Complex, Channasandra, Whitefield, Bangalore",3.1,97.0,500.0,12.982437133789062,77.76860809326172,29.652361111111105
Arzak,"Kitchens@, 1st Floor Skywards Sun Park, Neeladri Road, Karuna Nagar, Phase 1, Electronic City, Bangalore",0.0,0.0,300.0,12.8419133,77.6523859,0.0
As On Fire,"73, 7th Cross Road, 27th Main Road, 1st Sector, HSR, Bangalore",3.8,174.0,400.0,13.0894969,77.5807318,158.41249999999997
As On Fire,"75, 21st Main Road, Siddanna Layout, 2nd Stage, Banashankari, Bangalore",3.483333333333333,41.0,400.0,12.9265715,77.5645981,22.88463367517248
Asaivam Restaurant,"609, 2nd Main, 1st Stage, 100 Feet road, Indiranagar, Bangalore",4.0,69.8,750.0,12.982146,77.638501,87.70310649474216
Ascharya Hotel,"Plot 62, Nanjappa Layout, Adugodi Main Road, Adugodi, Koramangala 5th Block, Bangalore",3.393749999999999,10.9375,300.0,12.94403501250161,77.60762533437521,4.283616071428568
Asgardian Moreover Chai,"45, 13th Cross, Madiwala, 1st Stage, BTM, Bangalore",0.0,0.0,300.0,12.976812394320362,77.63587024790081,0.0
Asha Food Camp,"52, 50th Cross, 3rd block, Near Bashyam Circle, Rajajinagar, Bangalore",4.0,137.0,700.0,12.988428,77.558013,143.5230681818182
Asha Food Camp,"89, 1st Main, 10th Cross, Temple Street, Sampige Road, Malleshwaram, Bangalore",4.1,534.0,800.0,13.076275,77.563616,498.1472430999802
Asha Sweets Center,"6, Ground Floor, Binnamangala 1st Stage, CMH Road",4.12,58.8,200.0,12.977026999999998,77.642606,56.81893096296295
Asha Sweets Centre,"131, 8th Cross, Sampige Road, Malleshwaram, Bangalore",4.3,124.0,250.0,12.975802,77.526323,217.50116666666665
Asha Sweets Centre,"26/3, Bugle Rock Road, Gandhi Bazaar, Basavanagudi, Bangalore",3.6,27.2,250.0,12.943755,77.571647,19.185908571428577
Asha Sweets Centre,"337/30, 1st 'N' Block, 10th Cross, 19th F Main, Rajajinagar, Bangalore",3.7,53.0,250.0,12.9817558679338,77.5555074538026,53.46482803631554
Asha Sweets Centre,"88, 10th Cross, 1st Main, Temple Street, Malleshwaram, Bangalore",4.0,73.0,250.0,13.036869,77.609079,26.245238095238072
Asha Sweets Centre,"9, 24th Main, 4th Cross, Marenahalli Village, 2nd Phase, JP Nagar, Bangalore",3.9,42.0,250.0,12.913073800000001,77.5855713,25.397978587184866
Asha Tiffins,"1170, 5th Main Road, Sector 7, HSR Layout, HSR, Banglore",4.3,283.0,150.0,12.9118718,77.6326712,342.7044669987056
Asharfilal,"No 19/3C, Next to Krishna Kuteera Restaurant ,Avani Shringeri Nagar, Near Nano Hospital, Begur Hobli, Bangalore, Bannerghatta Road, Bangalore",3.533333333333333,10.333333333333334,150.0,12.97861385345459,77.60034942626953,9.845491161616161
Ashirvaad Grand,"Makana Tower, Tavarekere Main Road",4.0,114.25,400.0,-33.88378819325765,19.13936004302978,114.9324868131868
Ashirvad Resturant,"Shop, 37/5, Shantiniketan, Munnekolala, Marathahalli, Bangalore",3.2,7.0,300.0,12.954088,77.704395,-1.8666666666666656
Asia Alive - DoubleTree Suites By Hilton,"DoubleTree Suites by Hilton, Iblur Gate, Outer Ring Road, Sarjapur Road, Bangalore",4.133333333333333,241.33333333333334,2000.0,12.976746559143066,77.57527923583984,249.30504656376164
Asia In A Box,"21, 2nd Cross, 3rd Main, Kirthi Layout, Kacharkanahalli Main Road, Kammanahalli, Bangalore",2.98,16.4,550.0,13.015316799999999,77.6416045,0.0
Asia In A Box,"35, 1st Cross, Outer Ring Road, Bellandur, Bangalore",3.1,9.4,550.0,12.926559000000001,77.678529,3.947886904761904
Asia In A Box,"998, 1st Main, Koramangala 1st Block, Bangalore",3.2,5.0,550.0,12.9254796,77.6372968,0.8557777777777776
Asia Kitchen By Mainland China,"136, Ground Floor, 1st Cross, 5th Block, Jyoti Niwas College Road, Koramangala 5th Block, Bangalore",4.900000000000001,2224.8947368421054,1500.0,12.933149821052636,77.62247607894737,3471.0048686761515
Assi Tussi Lassi,"5, 6/1, Opposite, Indicash ATM, Sri Ram Temple Road, Ejipura, Bangalore",3.650000000000001,25.6,200.0,12.941969699999998,77.628065,25.266407193568675
At North Parontha Hut,"Shop Numnber 10, Sst Complex, Opposite Itpl Service Gate, Mahadevapura, Whitefield, Bangalore",0.0,0.0,200.0,51.50307846069336,-0.1276260018348693,0.0
Athithi,"225-226, Above Canara Bank, Arakere Gate, Bannerghatta Road, Bangalore",2.8,80.0,650.0,12.8877749769726,77.6032467893533,24.52194672801304
Athithi Grand Restaurant,"18/2, C-3, Konankunte Cross, Kanakapura Road, Bangalore",3.0,74.0,700.0,12.976746559143066,77.57527923583984,33.551853435810365
Atithi,"219/2, 1st Floor, 9th Main, 15th A Cross, 6th Sector, HSR, Bangalore",3.8999999999999995,224.0,800.0,13.093328999999999,77.583553,192.46345511793595
Atithi,"24, 12th Main, 1st Block, Rajajinagar, Bangalore",3.7,18.0,750.0,12.991388,77.548352,2.219999999999998
Atithi Aramane Veg,"56, Near Passport Office, Outer Ring Road, Bellandur, Bangalore",3.9,48.5,300.0,12.9243159071857,77.6729860910873,44.681149390003945
Atithi Biryani Corner,"177, Kothanur Main Road, 8th Phase, JP Nagar, Bangalore",3.3,4.0,200.0,12.8831663,77.5754964,5.85255
Atithi Family Bar & Restaurant,"289, Next to Central Mall, Outer Ring Road, Bellandur, Bangalore",3.6000000000000005,31.0,500.0,12.959869,77.70133410000001,23.094946512059362
Atithi Grand Veg Hotel,"Ambalipura - Sarjapur Road, Sarjapur, Near Sarjapur Road, Bangalore",0.0,0.0,300.0,12.976746559143066,77.57527923583984,0.0
Atithi Point Ande Ka Funda,"7/1, Behind BMS College Hostel, 80 Feet Road, 1st Stage, Srinivas Nagar Bank Colony, Banashankari, Bangalore",3.1,29.0,150.0,12.9136913,77.5585986,15.345678424551627
Atithi Sambrama,"29/1, Linga Reddy Complex, Sarjapura Main Road, Sarjapur Road, Bangalore",3.9,71.0,200.0,12.9164834505709,77.673701264347,38.147880952380945
Atithi Satkaar,"6/2, Avenue Road, Majestic, Bangalore",3.2,8.0,150.0,12.9645648,77.5768381,5.314699588477367
Atithi Satkar,"29, Rajagopal Road, 2nd Stage, Sanjay Nagar, Bangalore",3.7,91.0,400.0,13.0366716,77.5752716,52.99907407407408
Atomic Lab,"#25/5, Lavelle Road, Opposite Smoke House Deli, Lavelle Road, Bangalore",3.5,54.888888888888886,1800.0,12.97207,77.598405,36.655867283950606
Atta Galata,"134, KHB Colony, Koramangala 5th Block, Bangalore",4.1,209.2,200.0,12.934699,77.6178762,137.96853203463198
Atte Maneya Oota,"21, Gandhi Nagar, 6th Cross, Majestic, Bangalore",0.0,0.0,400.0,12.977691,77.576521,0.0
Atty's Bakery,"125, M.M Road, Near Frontline Polyclinic, Frazer Town, Bangalore",4.0,73.2,250.0,13.001034442417,77.611774859297,89.05192079500134
Aubree,"307, Thimmaiah Rd, Govinda Chetty Colony, Shivajinagar, Bangalore",3.1999999999999997,5.666666666666667,400.0,12.988091468811035,77.60308837890625,2.4988192252192256
Aubree,"41/1, Sri Sai, 2nd Main, Vyalikaval, Sadashiv Nagar, Bangalore",4.3,722.25,400.0,13.005950780055,77.5786615140245,921.0184656107779
Aubree Le Chocolatier,"421/A, 80 Feet Rd, 6th Block, Koramangala, Bengaluru",3.1555555555555563,15.88888888888889,300.0,12.942170900000004,77.6228288,9.1354885361552
Auntie Fung's,"Food Court, Inorbit Mall, EPIP Industrial Area, Near Vyedehi Hospital, Whitefield, Bangalore",1.9,10.0,700.0,12.96984577178955,77.75103759765625,3.4596732954545417
Auntie Fung's,"Ground Floor, 78/ A, Devasandara, Opposite Ramaiah Hospital, New BEL Road, Bangalore",4.2,577.6666666666666,600.0,13.0327873,77.5696259,633.7863532656451
Aura - Radha Regent,"Radha Regent Bengaluru, 110C Electronic City, Electronic City, Bangalore",3.6,116.0,1200.0,12.847806930541992,77.66319274902344,78.30851748251746
Authentic Aandhra,"Shop 73, 22nd cross, 16th Main BTM 2nd Stage, Near Royal Enfield Showroom, BTM, Bangalore",0.0,0.0,300.0,12.907241999999998,77.611623,0.0
AutoExpress - Hot Dogs,"12th Main Road, Outside ICICI Bank, Indiranagar, Bangalore",3.7,19.0,300.0,12.993597500667,77.5429753501375,16.0371875
AutoExpress - Hot Dogs,"12th Main, Near Monkey Bar, Indiranagar, Bangalore",3.3,6.0,300.0,12.970394545753,77.6461808619233,4.139464285714285
AutoExpress - Hot Dogs,"Food court, Forum Value Mall, Whitefield, Bangalore",3.5,13.5,300.0,12.96984577178955,77.75103759765625,-3.0582236842105237
AutoExpress - Hot Dogs,"SBI ATM Road, 14th Cross Road, 9th Main, Sector 6, HSR, Bangalore",3.3000000000000003,5.0,300.0,13.064514,77.580294,2.345138888888888
Avanti Indian Barbeque & Grill,"Ginger Hotel, Amarjyothi Layout, Inner Ring Road, Domlur, Bangalore",3.399999999999999,46.0,1100.0,12.9586390608796,77.64156900639271,49.56851195771023
Avista Cafe Pizzeria,"356, 1st Floor, Hennur Main Road, Opposite Grace Garden Apartment, Hennur, Bangalore",4.5,506.0,650.0,13.037488235735816,77.64328678571148,461.80900867006784
Avon Bar & Kitchen,"5/2, Near Christ Collage, Chikka Lakshmaiah Layout, Hosur Road, Koramangala Area, BTM, Bangalore",3.7499999999999996,105.16666666666667,700.0,12.931561470031738,77.62555694580078,89.74745973875666
Awesome Biryani,"Shop 535/1, Ground Floor, GB Grace Town, Safir Mansion, Hennur Main Road, Kalyan Nagar, Bangalore",0.0,0.0,500.0,13.00068128414917,77.6532643737793,0.0
Awesome Foods,"10th Cross Road, 20th Main Road, Maruthi Nagar, Chikka Madivala, 1st Stage, BTM Layout 1, Bengaluru",3.7,25.818181818181817,300.0,12.9246831,77.61337349999998,37.81287878787878
Axomi - Taste of Assam,"360, 2nd Floor, Near HDFC Bank,7th Block, Koramangala 7th Block, Bangalore",4.0888888888888895,614.4444444444445,500.0,12.937355041503906,77.61134338378906,146.73751576654035
Ayda Persian Kitchen,"1, 1st Floor, Church Street, Bangalore",3.899999999999999,225.5,950.0,12.9757802,77.60211170000001,199.19528493312964
Ayda Persian Kitchen,"34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",3.7,39.0,950.0,12.9169652,77.5534068,35.88208040123457
Ayodhya Food Line,"Thrimurthi Complex, Nagarbhavi Main Road, Near Shobha hospital, Prashanth Nagar, Nagarbhavi, Bangalore",3.4,10.0,250.0,12.9756374443292,77.5311834655741,0.0
Ayodhya Sagara,"483, 8th Main, BEML Layout, Basaveshwara Nagar, Bangalore",3.8,65.0,200.0,12.992438,77.534007,64.81883399080084
Ayodhya Upachar,"199/1, Ajanaya Bhavana, 100 Feet Ring Road, Kathriguppe, Banashankari, Bangalore",4.3,734.0,200.0,12.9235985000359,77.554202400025,604.9602513888888
Ayush Reddy Tiffins & Fast Food Center,"100, 8th Cross Road, Chikka Madivala, 1st Stage, BTM, Bengaluru",0.0,0.0,300.0,12.919736,77.618442,0.0
Azimmo Treat,"G1, Ground Floor, 356, 14th B Cross, 6th Main, Sector 6 HSR, Bangalore",3.8000000000000003,42.0,700.0,13.093800836420746,77.58215286993902,25.22911816578482
Azura Restaurant,"35, Outer Ring Road, Near Munrshwara Temple",2.8,96.5,500.0,-1.27951,36.88262,23.90532996632995
B & B The Pub,"9/10/11 3rd Main, 3rd Cross, Bazaar Street, Basavanagudi, Bangalore",3.6,29.0,1000.0,13.0488263389882,77.6143844997967,31.32693353174603
B Bhagat Tarachand,"501, 5th Floor, Chickpet Plaza, Chikpet Main Road, Opposite Jain Temple, City Market, Bangalore",4.2,176.0,700.0,12.9690875,77.5771408,205.67053567251463
B'Town Cafe & Restaurant,"Ground Floor, Fidelis Food Court, Cessena Tech Park, Kadubeesanahalli, Marathahalli, Bangalore",3.5,8.0,350.0,12.9545259475708,77.70270538330078,9.577166666666669
B-hive,"43/A, 1st Main, Near Wipro Park, Jakkasandra Road, Koramangala 1st Block, Bangalore",4.299999999999999,1556.5,1200.0,12.9320725,77.6328376,1907.2865446773526
B.M.W - Bhookh Mitaane Wala,"1st Block Koramangala, HSR Layout 5th Sector, Bengaluru, Karnataka",3.677777777777778,504.44444444444446,500.0,12.916603088378906,77.63533020019531,-18.216076182359355
B.M.W Bhookh Mitaane Wala,"Shop 3, Building 58, A Main Road, Marenahalli, 2nd Phase, JP Nagar, Bangalore",3.616666666666667,11.333333333333334,500.0,12.9022001,77.5816923,11.587294676928009
B1,"1259, Opposite Canara Bank, 3rd Block, BEL Layout, Vidyaranyapura, New BEL Road, Bangalore",3.9,123.0,1100.0,13.0730031500641,77.5526376500737,202.8856885714285
B2D Indori Dhaba,"No.46, 11th Main Road, KEB Colony, 1st Stage, BTM Layout 1, Bengaluru",3.35,4.5,100.0,12.920786,77.605511,0.0
B52 - Sports Bar,"RG Royal Convention Hall, 19/1, Old 77, Behind Ravindu Toyota, Mahalakshmi Layout, Yeshwantpur, Bangalore",3.5,108.0,1200.0,13.025418281555176,77.5438232421875,11.024999999999977
BANGALORE BOX,"934, 1st Block, 4th Stage, DC Halli, BG Road, BTM, Bangalore",4.112500000000001,619.875,1500.0,12.933828315753173,77.62837738430176,740.2257039654576
BAR BAR,"Level 2, Phoenix Marketcity, Whitefield, Bangalore",4.1,1003.0,1500.0,12.960474,77.746968,1248.5537996425862
BBCUE Whitefield,"Vivanta Whitefield, ITPB, Whitefield, Bangalore",3.5,8.0,2400.0,12.96984577178955,77.75103759765625,10.546666666666669
BBQ King,"50, Opposite Alpine Eco, Near Rainbow Hospital, Doddanekundi Main Road, Marathahalli",3.4,6.0,400.0,42.1245416,-71.6605082,8.083257142857143
BBQ Ride 46,"7th Cross, Near ICICI Bank, 15th Main, 2nd Stage, BTM, Bangalore, Bengaluru",3.3999999999999995,7.0,200.0,12.976418999999996,77.637789,-2.3162499999999984
BBQ'D - Global Grill & Brewery,"Level 2, Concorde Block, UB City, Vittal Malya Road, Lavelle Road, Bangalore",4.3,462.44444444444446,1500.0,12.970826,77.597315,342.25231992223627
BBQ@52,"52, 3rd Floor, Above Pantaloons, MG Road, Bangalore",3.7999999999999994,50.666666666666664,1500.0,12.983227,77.56574,64.16734259259259
BBxR,"Near Alpine Eco Apartments, Doddanekundi, Marathahalli, Bangalore",3.5,11.0,400.0,12.9545259475708,77.70270538330078,9.398888888888887
BDBD Banashri Davangere Benne Dose Hotel,"Subbana Garden Street, 7th Main, 1st Cross, Behind BTS Bus Stop, Vijay Nagar, Bangalore",3.7,16.0,150.0,12.968337,77.525037,2.959999999999994
BEIR,"Plot 172/1, Kiosk P-K-03, Vega City Mall, Srinivas Industrial Estate, Dollar Layout, Stage 2, BTM Layout, Bannerghatta Road, Banglore",0.5142857142857143,0.0,800.0,12.976746559143066,77.57527923583984,0.0
BFC Family Restaurant,"1, KK Palace, Vignana Nagar, Kaggadasapura, Bangalore",3.2000000000000006,426.0,600.0,12.97533893585205,77.67451477050781,0.0
BG's Poolside Bar & Grill,"Courtyard & Fairfield by Marriott, Outer Ring Road, Bellandur, Bangalore",4.1000000000000005,107.5,1700.0,12.929118156433104,77.67872619628906,123.21451744628827
BHR Foods,"Fourth Floor, Ascendas Park Square Mall, Whitefield, Bangalore",3.4,7.0,350.0,12.94419,77.75308,5.31409375
